series,frequency,frequency_cpd,de,beta,gauge_id,obs_tau_days
observed,2.7126736111111104e-06,0.23437499999999994,2.1960050158501736,1.4725151050293581,10002,9.369621400960744
observed,2.7578848379629615e-06,0.2382812499999999,2.232605099447676,1.4725151050293581,10002,9.369621400960744
observed,2.8030960648148156e-06,0.24218750000000008,2.2692051830451807,1.4725151050293581,10002,9.369621400960744
observed,2.8483072916666672e-06,0.24609375000000006,2.3058052666426834,1.4862853837609822,10002,9.369621400960744
observed,2.8935185185185184e-06,0.25,2.3424053502401856,1.4862853837609822,10002,9.369621400960744
observed,2.9387297453703687e-06,0.25390624999999983,2.3790054338376874,1.5023450380901282,10002,9.369621400960744
observed,2.9839409722222236e-06,0.2578125000000001,2.4156055174351927,1.5023450380901282,10002,9.369621400960744
observed,3.029152199074075e-06,0.26171875000000006,2.4522056010326954,1.5023450380901282,10002,9.369621400960744
observed,3.0743634259259255e-06,0.26562499999999994,2.488805684630197,1.5071991615974876,10002,9.369621400960744
observed,3.1195746527777775e-06,0.26953125,2.5254057682277002,1.5071991615974876,10002,9.369621400960744
observed,3.164785879629628e-06,0.27343749999999983,2.562005851825202,1.5071991615974876,10002,9.369621400960744
observed,3.2099971064814803e-06,0.2773437499999999,2.598605935422705,1.5164161657963393,10002,9.369621400960744
observed,3.2552083333333344e-06,0.2812500000000001,2.63520601902021,1.5164161657963393,10002,9.369621400960744
observed,3.300419560185182e-06,0.2851562499999997,2.6718061026177096,1.5164161657963393,10002,9.369621400960744
observed,3.3456307870370346e-06,0.2890624999999998,2.708406186215213,1.5253016983370549,10002,9.369621400960744
observed,3.3908420138888866e-06,0.2929687499999998,2.745006269812716,1.5253016983370549,10002,9.369621400960744
observed,3.436053240740738e-06,0.2968749999999998,2.7816063534102184,1.5253016983370549,10002,9.369621400960744
observed,3.481264467592593e-06,0.30078125000000006,2.818206437007724,1.525136753810152,10002,9.369621400960744
observed,3.5264756944444447e-06,0.3046875,2.854806520605227,1.525136753810152,10002,9.369621400960744
observed,3.5716869212962967e-06,0.30859375000000006,2.8914066042027295,1.5202505724936604,10002,9.369621400960744
observed,3.6168981481481466e-06,0.3124999999999999,2.928006687800231,1.5202505724936604,10002,9.369621400960744
observed,3.6621093750000024e-06,0.3164062500000002,2.964606771397737,1.5202505724936604,10002,9.369621400960744
observed,3.707320601851849e-06,0.3203124999999997,3.0012068549952358,1.518375360576643,10002,9.369621400960744
observed,3.752531828703707e-06,0.3242187500000003,3.0378069385927438,1.518375360576643,10002,9.369621400960744
observed,3.7977430555555554e-06,0.328125,3.0744070221902438,1.518375360576643,10002,9.369621400960744
observed,3.842954282407405e-06,0.33203124999999983,3.111007105787745,1.5153893272702161,10002,9.369621400960744
observed,3.888165509259261e-06,0.33593750000000017,3.1476071893852513,1.5153893272702161,10002,9.369621400960744
observed,3.9333767361111136e-06,0.3398437500000002,3.184207272982755,1.5153893272702161,10002,9.369621400960744
observed,3.978587962962964e-06,0.3437500000000001,3.2208073565802566,1.5181678364193072,10002,9.369621400960744
observed,4.023799189814816e-06,0.3476562500000001,3.2574074401777593,1.5181678364193072,10002,9.369621400960744
observed,4.069010416666667e-06,0.3515625,3.2940075237752615,1.5181678364193072,10002,9.369621400960744
observed,4.114221643518517e-06,0.3554687499999999,3.3306076073727633,1.532485286567092,10002,9.369621400960744
observed,4.15943287037037e-06,0.35937499999999994,3.367207690970267,1.532485286567092,10002,9.369621400960744
observed,4.204644097222224e-06,0.36328125000000017,3.4038077745677713,1.532485286567092,10002,9.369621400960744
observed,4.249855324074076e-06,0.36718750000000017,3.440407858165275,1.5470287355982382,10002,9.369621400960744
observed,4.29506655092593e-06,0.37109375000000033,3.477007941762779,1.5470287355982382,10002,9.369621400960744
observed,4.340277777777779e-06,0.37500000000000006,3.5136080253602793,1.5856650980528422,10002,9.369621400960744
observed,4.385489004629629e-06,0.37890625,3.5502081089577815,1.5856650980528422,10002,9.369621400960744
observed,4.43070023148148e-06,0.3828124999999999,3.5868081925552833,1.5856650980528422,10002,9.369621400960744
observed,4.475911458333336e-06,0.3867187500000002,3.6234082761527895,1.609729527932781,10002,9.369621400960744
observed,4.5211226851851815e-06,0.39062499999999967,3.6600083597502873,1.609729527932781,10002,9.369621400960744
observed,4.566333912037038e-06,0.3945312500000001,3.6966084433477944,1.609729527932781,10002,9.369621400960744
observed,4.611545138888889e-06,0.3984375,3.733208526945296,1.622903596420444,10002,9.369621400960744
observed,4.656756365740744e-06,0.4023437500000003,3.7698086105428015,1.622903596420444,10002,9.369621400960744
observed,4.701967592592592e-06,0.40624999999999994,3.8064086941403015,1.622903596420444,10002,9.369621400960744
observed,4.747178819444443e-06,0.41015624999999983,3.8430087777378037,1.6235885558386243,10002,9.369621400960744
observed,4.792390046296294e-06,0.41406249999999983,3.8796088613353064,1.6235885558386243,10002,9.369621400960744
observed,4.837601273148145e-06,0.4179687499999997,3.916208944932808,1.6235885558386243,10002,9.369621400960744
observed,4.882812500000003e-06,0.4218750000000002,3.9528090285303157,1.6262820493784853,10002,9.369621400960744
observed,4.92802372685185e-06,0.42578124999999983,3.9894091121278152,1.6262820493784853,10002,9.369621400960744
observed,4.973234953703703e-06,0.42968749999999994,4.026009195725319,1.6322847228940727,10002,9.369621400960744
observed,5.018446180555553e-06,0.4335937499999998,4.06260927932282,1.6322847228940727,10002,9.369621400960744
observed,5.063657407407407e-06,0.4375,4.099209362920325,1.6322847228940727,10002,9.369621400960744
observed,5.108868634259258e-06,0.4414062499999999,4.135809446517827,1.6419715912003998,10002,9.369621400960744
observed,5.154079861111108e-06,0.4453124999999997,4.172409530115329,1.6419715912003998,10002,9.369621400960744
observed,5.19929108796296e-06,0.4492187499999998,4.209009613712832,1.6419715912003998,10002,9.369621400960744
observed,5.244502314814817e-06,0.45312500000000017,4.245609697310338,1.6623928525172051,10002,9.369621400960744
observed,5.2897135416666685e-06,0.45703125000000017,4.282209780907841,1.6623928525172051,10002,9.369621400960744
observed,5.334924768518521e-06,0.4609375000000002,4.3188098645053445,1.6623928525172051,10002,9.369621400960744
observed,5.380135995370369e-06,0.4648437499999999,4.355409948102845,1.6869216205570294,10002,9.369621400960744
observed,5.425347222222222e-06,0.46874999999999994,4.392010031700348,1.6869216205570294,10002,9.369621400960744
observed,5.470558449074077e-06,0.4726562500000003,4.428610115297854,1.6869216205570294,10002,9.369621400960744
observed,5.515769675925923e-06,0.4765624999999998,4.465210198895352,1.6988021301905027,10002,9.369621400960744
observed,5.560980902777775e-06,0.4804687499999997,4.501810282492855,1.6988021301905027,10002,9.369621400960744
observed,5.606192129629631e-06,0.48437500000000017,4.538410366090361,1.6988021301905027,10002,9.369621400960744
observed,5.651403356481486e-06,0.4882812500000004,4.575010449687867,1.6985420057067213,10002,9.369621400960744
observed,5.696614583333335e-06,0.49218750000000017,4.611610533285368,1.6985420057067213,10002,9.369621400960744
observed,5.741825810185185e-06,0.49609375,4.648210616882869,1.7340187044425077,10002,9.369621400960744
observed,5.787037037037038e-06,0.5,4.684810700480372,1.7340187044425077,10002,9.369621400960744
observed,1.808449074074073e-07,0.01562499999999999,0.20660338879003462,1.0384473706692958,10003,13.222616882562223
observed,2.2605613425925903e-07,0.01953124999999998,0.25825423598754316,1.0806718414674457,10003,13.222616882562223
observed,2.71267361111111e-07,0.02343749999999999,0.309905083185052,1.2274506805860455,10003,13.222616882562223
observed,3.1647858796296274e-07,0.02734374999999998,0.36155593038256056,1.3277741903064135,10003,13.222616882562223
observed,3.6168981481481464e-07,0.031249999999999986,0.4132067775800693,1.3825847988461568,10003,13.222616882562223
observed,4.0690104166666664e-07,0.03515625,0.46485762477757814,1.4791028255707293,10003,13.222616882562223
observed,4.5211226851851817e-07,0.03906249999999997,0.5165084719750864,1.383368739085434,10003,13.222616882562223
observed,4.973234953703703e-07,0.04296874999999999,0.5681593191725954,1.2903190442230295,10003,13.222616882562223
observed,5.425347222222221e-07,0.04687499999999999,0.6198101663701041,1.3041862441904626,10003,13.222616882562223
observed,5.877459490740738e-07,0.05078124999999998,0.6714610135676126,1.3141918054068595,10003,13.222616882562223
observed,6.329571759259256e-07,0.05468749999999997,0.7231118607651212,1.2687487881381603,10003,13.222616882562223
observed,6.781684027777774e-07,0.058593749999999965,0.7747627079626298,1.1804123326674876,10003,13.222616882562223
observed,7.233796296296294e-07,0.06249999999999998,0.8264135551601387,1.1704646330493547,10003,13.222616882562223
observed,7.685908564814812e-07,0.06640624999999997,0.8780644023576473,1.1806851692706346,10003,13.222616882562223
observed,8.138020833333334e-07,0.0703125,0.9297152495551564,1.2380809605982495,10003,13.222616882562223
observed,8.59013310185186e-07,0.07421875000000007,0.981366096752666,1.2598857166893223,10003,13.222616882562223
observed,9.042245370370364e-07,0.07812499999999994,1.033016943950173,1.26017706404133,10003,13.222616882562223
observed,9.494357638888886e-07,0.08203124999999999,1.084667791147682,1.2321242600234972,10003,13.222616882562223
observed,9.946469907407409e-07,0.08593750000000001,1.1363186383451913,1.2524061932563146,10003,13.222616882562223
observed,1.0398582175925922e-06,0.08984374999999997,1.1879694855426994,1.2367767814983666,10003,13.222616882562223
observed,1.0850694444444444e-06,0.09375,1.2396203327402084,1.2415814966650014,10003,13.222616882562223
observed,1.1302806712962973e-06,0.09765625000000008,1.2912711799377183,1.2371399785650614,10003,13.222616882562223
observed,1.1754918981481478e-06,0.10156249999999997,1.3429220271352253,1.2328090700641836,10003,13.222616882562223
observed,1.2207031250000004e-06,0.10546875000000004,1.394572874332735,1.2420767498036884,10003,13.222616882562223
observed,1.2659143518518514e-06,0.10937499999999996,1.4462237215302427,1.2646462566223446,10003,13.222616882562223
observed,1.311125578703704e-06,0.11328125000000003,1.4978745687277522,1.3170384885963162,10003,13.222616882562223
observed,1.356336805555555e-06,0.11718749999999994,1.5495254159252598,1.3234272747471776,10003,13.222616882562223
observed,1.4015480324074076e-06,0.12109375000000001,1.6011762631227695,1.3248024737881867,10003,13.222616882562223
observed,1.446759259259259e-06,0.12499999999999997,1.6528271103202776,1.2944055066770288,10003,13.222616882562223
observed,1.4919704861111116e-06,0.12890625000000006,1.704477957517787,1.3119969070216126,10003,13.222616882562223
observed,1.5371817129629626e-06,0.13281249999999997,1.7561288047152948,1.3037510726281734,10003,13.222616882562223
observed,1.5823929398148137e-06,0.13671874999999992,1.8077796519128027,1.3144226241089239,10003,13.222616882562223
observed,1.627604166666667e-06,0.14062500000000003,1.859430499110313,1.3058234221648044,10003,13.222616882562223
observed,1.672815393518517e-06,0.1445312499999999,1.9110813463078198,1.2934449142372264,10003,13.222616882562223
observed,1.7180266203703689e-06,0.14843749999999986,1.9627321935053283,1.3148669316965895,10003,13.222616882562223
observed,1.7632378472222221e-06,0.15234375,2.0143830407028385,1.3255611267733949,10003,13.222616882562223
observed,1.808449074074073e-06,0.15624999999999992,2.066033887900346,1.3578337984952127,10003,13.222616882562223
observed,1.8536603009259242e-06,0.16015624999999986,2.1176847350978543,1.3889208206090673,10003,13.222616882562223
observed,1.8988715277777775e-06,0.16406249999999997,2.1693355822953646,1.4169926027529003,10003,13.222616882562223
observed,1.9440827546296306e-06,0.16796875000000008,2.2209864294928745,1.4633960503005796,10003,13.222616882562223
observed,1.9892939814814817e-06,0.17187500000000003,2.2726372766903826,1.5108144343308116,10003,13.222616882562223
observed,2.034505208333333e-06,0.17578124999999997,2.3242881238878903,1.5246632440422099,10003,13.222616882562223
observed,2.0797164351851845e-06,0.17968749999999994,2.375938971085399,1.5525069747589886,10003,13.222616882562223
observed,2.1249276620370377e-06,0.18359375000000006,2.427589818282909,1.5525069747589886,10003,13.222616882562223
observed,2.170138888888889e-06,0.1875,2.479240665480417,1.5630556417498642,10003,13.222616882562223
observed,2.21535011574074e-06,0.19140624999999994,2.5308915126779246,1.5630556417498642,10003,13.222616882562223
observed,2.2605613425925903e-06,0.1953124999999998,2.582542359875432,1.5630556417498642,10003,13.222616882562223
observed,2.3057725694444445e-06,0.19921875,2.634193207072943,1.5809620741115706,10003,13.222616882562223
observed,2.350983796296296e-06,0.20312499999999997,2.685844054270451,1.5809620741115706,10003,13.222616882562223
observed,2.3961950231481468e-06,0.2070312499999999,2.737494901467959,1.5809620741115706,10003,13.222616882562223
observed,2.441406250000001e-06,0.21093750000000008,2.78914574866547,1.6072536396789658,10003,13.222616882562223
observed,2.486617476851851e-06,0.21484374999999994,2.840796595862977,1.6072536396789658,10003,13.222616882562223
observed,2.531828703703703e-06,0.21874999999999994,2.892447443060486,1.6072536396789658,10003,13.222616882562223
observed,2.577039930555554e-06,0.22265624999999986,2.944098290257993,1.635103114910136,10003,13.222616882562223
observed,2.622251157407408e-06,0.22656250000000006,2.9957491374555043,1.635103114910136,10003,13.222616882562223
observed,2.66746238425926e-06,0.23046875000000006,3.0473999846530133,1.635103114910136,10003,13.222616882562223
observed,2.7126736111111104e-06,0.23437499999999994,3.09905083185052,1.6578931429723016,10003,13.222616882562223
observed,2.7578848379629615e-06,0.2382812499999999,3.1507016790480282,1.6578931429723016,10003,13.222616882562223
observed,2.8030960648148156e-06,0.24218750000000008,3.2023525262455395,1.6578931429723016,10003,13.222616882562223
observed,2.8483072916666672e-06,0.24609375000000006,3.254003373443048,1.6782200028691137,10003,13.222616882562223
observed,2.8935185185185184e-06,0.25,3.3056542206405557,1.6782200028691137,10003,13.222616882562223
observed,2.9387297453703687e-06,0.25390624999999983,3.3573050678380625,1.7131672104742441,10003,13.222616882562223
observed,2.9839409722222236e-06,0.2578125000000001,3.408955915035575,1.7131672104742441,10003,13.222616882562223
observed,3.029152199074075e-06,0.26171875000000006,3.4606067622330827,1.7131672104742441,10003,13.222616882562223
observed,3.0743634259259255e-06,0.26562499999999994,3.51225760943059,1.7422678226100705,10003,13.222616882562223
observed,3.1195746527777775e-06,0.26953125,3.563908456628099,1.7422678226100705,10003,13.222616882562223
observed,3.164785879629628e-06,0.27343749999999983,3.6155593038256058,1.7422678226100705,10003,13.222616882562223
observed,3.2099971064814803e-06,0.2773437499999999,3.667210151023115,1.7704373853767426,10003,13.222616882562223
observed,3.2552083333333344e-06,0.2812500000000001,3.7188609982206264,1.7704373853767426,10003,13.222616882562223
observed,3.300419560185182e-06,0.2851562499999997,3.7705118454181306,1.7704373853767426,10003,13.222616882562223
observed,3.3456307870370346e-06,0.2890624999999998,3.82216269261564,1.789933476077561,10003,13.222616882562223
observed,3.3908420138888866e-06,0.2929687499999998,3.8738135398131486,1.789933476077561,10003,13.222616882562223
observed,3.436053240740738e-06,0.2968749999999998,3.925464387010657,1.789933476077561,10003,13.222616882562223
observed,3.481264467592593e-06,0.30078125000000006,3.9771152342081693,1.798324749471276,10003,13.222616882562223
observed,3.5264756944444447e-06,0.3046875,4.028766081405678,1.798324749471276,10003,13.222616882562223
observed,3.5716869212962967e-06,0.30859375000000006,4.080416928603187,1.805181183551655,10003,13.222616882562223
observed,3.6168981481481466e-06,0.3124999999999999,4.132067775800693,1.805181183551655,10003,13.222616882562223
observed,3.6621093750000024e-06,0.3164062500000002,4.183718622998207,1.805181183551655,10003,13.222616882562223
observed,3.707320601851849e-06,0.3203124999999997,4.2353694701957085,1.8029143903418814,10003,13.222616882562223
observed,3.752531828703707e-06,0.3242187500000003,4.287020317393225,1.8029143903418814,10003,13.222616882562223
observed,3.7977430555555554e-06,0.328125,4.338671164590729,1.8029143903418814,10003,13.222616882562223
observed,3.842954282407405e-06,0.33203124999999983,4.390322011788236,1.8019676382867644,10003,13.222616882562223
observed,3.888165509259261e-06,0.33593750000000017,4.441972858985749,1.8019676382867644,10003,13.222616882562223
observed,3.9333767361111136e-06,0.3398437500000002,4.493623706183258,1.8019676382867644,10003,13.222616882562223
observed,3.978587962962964e-06,0.3437500000000001,4.545274553380766,1.810283346818195,10003,13.222616882562223
observed,4.023799189814816e-06,0.3476562500000001,4.596925400578274,1.810283346818195,10003,13.222616882562223
observed,4.069010416666667e-06,0.3515625,4.6485762477757815,1.810283346818195,10003,13.222616882562223
observed,4.114221643518517e-06,0.3554687499999999,4.700227094973289,1.8249509354085967,10003,13.222616882562223
observed,4.15943287037037e-06,0.35937499999999994,4.751877942170799,1.8249509354085967,10003,13.222616882562223
observed,4.204644097222224e-06,0.36328125000000017,4.803528789368309,1.8249509354085967,10003,13.222616882562223
observed,4.249855324074076e-06,0.36718750000000017,4.855179636565819,1.844581624791242,10003,13.222616882562223
observed,4.29506655092593e-06,0.37109375000000033,4.906830483763329,1.844581624791242,10003,13.222616882562223
observed,4.340277777777779e-06,0.37500000000000006,4.958481330960835,1.8771331353620748,10003,13.222616882562223
observed,4.385489004629629e-06,0.37890625,5.010132178158342,1.8771331353620748,10003,13.222616882562223
observed,4.43070023148148e-06,0.3828124999999999,5.061783025355849,1.8771331353620748,10003,13.222616882562223
observed,4.475911458333336e-06,0.3867187500000002,5.113433872553363,1.909971437887227,10003,13.222616882562223
observed,4.5211226851851815e-06,0.39062499999999967,5.1650847197508645,1.909971437887227,10003,13.222616882562223
observed,4.566333912037038e-06,0.3945312500000001,5.216735566948379,1.909971437887227,10003,13.222616882562223
observed,4.611545138888889e-06,0.3984375,5.268386414145886,1.9205594498677092,10003,13.222616882562223
observed,4.656756365740744e-06,0.4023437500000003,5.320037261343399,1.9205594498677092,10003,13.222616882562223
observed,4.701967592592592e-06,0.40624999999999994,5.371688108540902,1.9205594498677092,10003,13.222616882562223
observed,4.747178819444443e-06,0.41015624999999983,5.42333895573841,1.9282174115297792,10003,13.222616882562223
observed,4.792390046296294e-06,0.41406249999999983,5.4749898029359185,1.9282174115297792,10003,13.222616882562223
observed,4.837601273148145e-06,0.4179687499999997,5.526640650133426,1.9282174115297792,10003,13.222616882562223
observed,4.882812500000003e-06,0.4218750000000002,5.578291497330941,1.9357442669960885,10003,13.222616882562223
observed,4.92802372685185e-06,0.42578124999999983,5.629942344528445,1.9357442669960885,10003,13.222616882562223
observed,4.973234953703703e-06,0.42968749999999994,5.681593191725955,1.9408879385847426,10003,13.222616882562223
observed,5.018446180555553e-06,0.4335937499999998,5.733244038923461,1.9408879385847426,10003,13.222616882562223
observed,5.063657407407407e-06,0.4375,5.784894886120973,1.9408879385847426,10003,13.222616882562223
observed,5.108868634259258e-06,0.4414062499999999,5.83654573331848,1.943958003583571,10003,13.222616882562223
observed,5.154079861111108e-06,0.4453124999999997,5.888196580515986,1.943958003583571,10003,13.222616882562223
observed,5.19929108796296e-06,0.4492187499999998,5.939847427713496,1.943958003583571,10003,13.222616882562223
observed,5.244502314814817e-06,0.45312500000000017,5.9914982749110095,1.9257835120114553,10003,13.222616882562223
observed,5.2897135416666685e-06,0.45703125000000017,6.0431491221085185,1.9257835120114553,10003,13.222616882562223
observed,5.334924768518521e-06,0.4609375000000002,6.0947999693060275,1.9257835120114553,10003,13.222616882562223
observed,5.380135995370369e-06,0.4648437499999999,6.146450816503532,1.9122318812179548,10003,13.222616882562223
observed,5.425347222222222e-06,0.46874999999999994,6.198101663701041,1.9122318812179548,10003,13.222616882562223
observed,5.470558449074077e-06,0.4726562500000003,6.2497525108985545,1.9122318812179548,10003,13.222616882562223
observed,5.515769675925923e-06,0.4765624999999998,6.3014033580960565,1.9093769725350822,10003,13.222616882562223
observed,5.560980902777775e-06,0.4804687499999997,6.353054205293565,1.9093769725350822,10003,13.222616882562223
observed,5.606192129629631e-06,0.48437500000000017,6.404705052491079,1.9093769725350822,10003,13.222616882562223
observed,5.651403356481486e-06,0.4882812500000004,6.4563558996885915,1.9079033252382989,10003,13.222616882562223
observed,5.696614583333335e-06,0.49218750000000017,6.508006746886097,1.9079033252382989,10003,13.222616882562223
observed,5.741825810185185e-06,0.49609375,6.559657594083603,1.9188206608588219,10003,13.222616882562223
observed,5.787037037037038e-06,0.5,6.611308441281112,1.9188206608588219,10003,13.222616882562223
observed,1.808449074074073e-07,0.01562499999999999,0.14640033439001152,0.5162385626684951,1001,9.369621400960744
observed,2.2605613425925903e-07,0.01953124999999998,0.18300041798751435,0.5373509124761214,1001,9.369621400960744
observed,2.71267361111111e-07,0.02343749999999999,0.21960050158501734,0.7164179684822956,1001,9.369621400960744
observed,3.1647858796296274e-07,0.02734374999999998,0.25620058518252015,0.7926049937369061,1001,9.369621400960744
observed,3.6168981481481464e-07,0.031249999999999986,0.2928006687800231,0.8037813793442241,1001,9.369621400960744
observed,4.0690104166666664e-07,0.03515625,0.32940075237752614,0.7744330653435545,1001,9.369621400960744
observed,4.5211226851851817e-07,0.03906249999999997,0.36600083597502875,0.7004003296428696,1001,9.369621400960744
observed,4.973234953703703e-07,0.04296874999999999,0.4026009195725319,0.6687406518703773,1001,9.369621400960744
observed,5.425347222222221e-07,0.04687499999999999,0.43920100317003474,0.6932783298679419,1001,9.369621400960744
observed,5.877459490740738e-07,0.05078124999999998,0.4758010867675375,0.7607330874902741,1001,9.369621400960744
observed,6.329571759259256e-07,0.05468749999999997,0.5124011703650404,0.7503204199101876,1001,9.369621400960744
observed,6.781684027777774e-07,0.058593749999999965,0.5490012539625433,0.7674856016324964,1001,9.369621400960744
observed,7.233796296296294e-07,0.06249999999999998,0.5856013375600463,0.7910539721674557,1001,9.369621400960744
observed,7.685908564814812e-07,0.06640624999999997,0.6222014211575492,0.829829080697283,1001,9.369621400960744
observed,8.138020833333334e-07,0.0703125,0.6588015047550523,0.8439037005800818,1001,9.369621400960744
observed,8.59013310185186e-07,0.07421875000000007,0.6954015883525558,0.8384218340605156,1001,9.369621400960744
observed,9.042245370370364e-07,0.07812499999999994,0.7320016719500576,0.8677639096477728,1001,9.369621400960744
observed,9.494357638888886e-07,0.08203124999999999,0.7686017555475608,0.8553451375448807,1001,9.369621400960744
observed,9.946469907407409e-07,0.08593750000000001,0.8052018391450639,0.8841938023819329,1001,9.369621400960744
observed,1.0398582175925922e-06,0.08984374999999997,0.8418019227425665,0.8956775955937735,1001,9.369621400960744
observed,1.0850694444444444e-06,0.09375,0.8784020063400697,0.8942405223735904,1001,9.369621400960744
