archive,forcing_product,gauge_id_str,tau_acf_p_days,n_precip_beta_rows,precip_missing_after_processing
CAMELS-GB v2,CEH-GEAR,37010,2.2855282816103495,125,0.0
CAMELS-GB v2,CEH-GEAR,37011,1.9310529272842514,125,0.0
CAMELS-GB v2,CEH-GEAR,37018,1.8740077355998546,125,0.0
CAMELS-GB v2,CEH-GEAR,37019,1.9015259392393622,125,0.0
CAMELS-GB v2,CEH-GEAR,37020,1.9280449450255313,125,0.0
CAMELS-GB v2,CEH-GEAR,37031,1.8124648829534291,125,0.0
CAMELS-GB v2,CEH-GEAR,37033,2.0888442586431766,125,0.0
CAMELS-GB v2,CEH-GEAR,38001,2.054379536065835,125,0.0
CAMELS-GB v2,CEH-GEAR,38003,2.278300851777704,125,0.0
CAMELS-GB v2,CEH-GEAR,38004,1.995636551634693,125,0.0
CAMELS-GB v2,CEH-GEAR,38007,1.5683827752495958,125,0.0
CAMELS-GB v2,CEH-GEAR,38012,1.4136826591390008,125,0.0
CAMELS-GB v2,CEH-GEAR,38014,1.4950841060832007,125,0.0
CAMELS-GB v2,CEH-GEAR,38017,1.4494023623341754,125,0.0
CAMELS-GB v2,CEH-GEAR,38018,2.5071081795519543,125,0.0
CAMELS-GB v2,CEH-GEAR,38021,1.4635117440199314,125,0.0
CAMELS-GB v2,CEH-GEAR,38026,2.21586307125272,125,0.0
CAMELS-GB v2,CEH-GEAR,38029,2.00608736933702,125,0.0
CAMELS-GB v2,CEH-GEAR,38030,1.4415945397685748,125,0.0
CAMELS-GB v2,CEH-GEAR,39001,2.8619054200033767,125,0.0
CAMELS-GB v2,CEH-GEAR,39002,1.5981163623344494,125,0.0
CAMELS-GB v2,CEH-GEAR,39004,2.3931102804688527,125,0.0
CAMELS-GB v2,CEH-GEAR,39005,1.4982794207165202,125,0.0
CAMELS-GB v2,CEH-GEAR,39006,1.567529296502643,125,0.0
CAMELS-GB v2,CEH-GEAR,39007,2.2118841293149565,125,0.0
CAMELS-GB v2,CEH-GEAR,39008,1.6203930806771434,125,0.0
CAMELS-GB v2,CEH-GEAR,39010,2.366501428436627,125,0.0
CAMELS-GB v2,CEH-GEAR,39011,2.6856666843126993,125,0.0
CAMELS-GB v2,CEH-GEAR,39012,1.5944216147303447,125,0.0
CAMELS-GB v2,CEH-GEAR,39014,2.5304398289860908,125,0.0
CAMELS-GB v2,CEH-GEAR,39015,2.5466818778708435,125,0.0
CAMELS-GB v2,CEH-GEAR,39016,2.6350211328891397,125,0.0
CAMELS-GB v2,CEH-GEAR,39017,2.3223089782227615,125,0.0
CAMELS-GB v2,CEH-GEAR,39019,2.4504896252940287,125,0.0
CAMELS-GB v2,CEH-GEAR,39020,2.5394341590285943,125,0.0
CAMELS-GB v2,CEH-GEAR,39021,1.440672435173911,125,0.0
CAMELS-GB v2,CEH-GEAR,39022,2.213684944913944,125,0.0
CAMELS-GB v2,CEH-GEAR,39023,2.5613466402884204,125,0.0
CAMELS-GB v2,CEH-GEAR,39025,2.401269456146342,125,0.0
CAMELS-GB v2,CEH-GEAR,39027,2.396421197742348,125,0.0
CAMELS-GB v2,CEH-GEAR,39028,2.4519267865948837,125,0.0
CAMELS-GB v2,CEH-GEAR,39029,2.470421956488089,125,0.0
CAMELS-GB v2,CEH-GEAR,39034,1.522108403671636,125,0.0
CAMELS-GB v2,CEH-GEAR,39035,1.64562093669214,125,0.0
CAMELS-GB v2,CEH-GEAR,39036,2.4604081862399654,125,0.0
CAMELS-GB v2,CEH-GEAR,39037,2.6040590888767325,125,0.0
CAMELS-GB v2,CEH-GEAR,39042,1.5447058892975114,125,0.0
CAMELS-GB v2,CEH-GEAR,39049,1.4484075930338747,125,0.0
CAMELS-GB v2,CEH-GEAR,39052,1.342611764091027,125,0.0
CAMELS-GB v2,CEH-GEAR,39054,2.778358790828798,125,0.0
CAMELS-GB v2,CEH-GEAR,39056,2.232484424675022,125,0.0
CAMELS-GB v2,CEH-GEAR,39061,2.287570944331858,125,0.0
CAMELS-GB v2,CEH-GEAR,39065,1.4409987746498965,125,0.0
CAMELS-GB v2,CEH-GEAR,39069,2.772317694458491,125,0.0
CAMELS-GB v2,CEH-GEAR,39072,2.750614574317875,125,0.0
CAMELS-GB v2,CEH-GEAR,39078,2.673895673285523,125,0.0
CAMELS-GB v2,CEH-GEAR,39081,2.354359167588705,125,0.0
CAMELS-GB v2,CEH-GEAR,39087,1.5281046207343327,125,0.0
CAMELS-GB v2,CEH-GEAR,39088,2.589062776637301,125,0.0
CAMELS-GB v2,CEH-GEAR,39095,1.8519189341707947,125,0.0
CAMELS-GB v2,CEH-GEAR,39099,1.5969057541562839,125,0.0
CAMELS-GB v2,CEH-GEAR,39101,2.5579151778764158,125,0.0
CAMELS-GB v2,CEH-GEAR,39105,2.499283383703634,125,0.0
CAMELS-GB v2,CEH-GEAR,39108,2.564853167000558,125,0.0
CAMELS-GB v2,CEH-GEAR,39114,1.5376799916738457,125,0.0
CAMELS-GB v2,CEH-GEAR,39120,2.666681653648556,125,0.0
CAMELS-GB v2,CEH-GEAR,39125,2.8944227614726774,125,0.0
CAMELS-GB v2,CEH-GEAR,39127,2.563305274754985,125,0.0
CAMELS-GB v2,CEH-GEAR,39141,2.6898933463366026,125,0.0
CAMELS-GB v2,CEH-GEAR,39142,2.2088163469678492,125,0.0
CAMELS-GB v2,CEH-GEAR,39143,1.4726949398828635,125,0.0
CAMELS-GB v2,CEH-GEAR,39144,1.4043227855253142,125,0.0
CAMELS-GB v2,CEH-GEAR,40003,2.74410236583825,125,0.0
CAMELS-GB v2,CEH-GEAR,40004,2.950019636386213,125,0.0
CAMELS-GB v2,CEH-GEAR,40005,2.5708747697937167,125,0.0
CAMELS-GB v2,CEH-GEAR,40006,2.3610509936800956,125,0.0
CAMELS-GB v2,CEH-GEAR,40007,2.848376594405264,125,0.0
CAMELS-GB v2,CEH-GEAR,40009,2.7700795357532835,125,0.0
CAMELS-GB v2,CEH-GEAR,40010,2.6230821124746915,125,0.0
CAMELS-GB v2,CEH-GEAR,40011,2.521396407705234,125,0.0
CAMELS-GB v2,CEH-GEAR,40012,2.126562034478497,125,0.0
CAMELS-GB v2,CEH-GEAR,40013,2.432678193815014,125,0.0
CAMELS-GB v2,CEH-GEAR,40016,2.0097638619122664,125,0.0
CAMELS-GB v2,CEH-GEAR,40017,2.9604705427496043,125,0.0
CAMELS-GB v2,CEH-GEAR,40018,2.16432662700132,125,0.0
CAMELS-GB v2,CEH-GEAR,4001,5.986244399167392,125,0.0
CAMELS-GB v2,CEH-GEAR,40020,2.8826339278022424,125,0.0
CAMELS-GB v2,CEH-GEAR,40021,2.794386401952905,125,0.0
CAMELS-GB v2,CEH-GEAR,40022,2.6675480856922804,125,0.0
CAMELS-GB v2,CEH-GEAR,40033,2.555806342215209,125,0.0
CAMELS-GB v2,CEH-GEAR,4003,4.201545021823776,125,0.0
CAMELS-GB v2,CEH-GEAR,4005,6.095451214533519,125,0.0
CAMELS-GB v2,CEH-GEAR,4006,5.964969950222589,125,0.0
CAMELS-GB v2,CEH-GEAR,41001,2.8984594290126187,125,0.0
CAMELS-GB v2,CEH-GEAR,41003,2.9802219345885037,125,0.0
CAMELS-GB v2,CEH-GEAR,41004,2.983680736169357,125,0.0
CAMELS-GB v2,CEH-GEAR,41005,2.851110145614094,125,0.0
CAMELS-GB v2,CEH-GEAR,41006,2.988546388443667,125,0.0
CAMELS-GB v2,CEH-GEAR,41009,2.8416150607197497,125,0.0
CAMELS-GB v2,CEH-GEAR,41011,2.7543360775909007,125,0.0
CAMELS-GB v2,CEH-GEAR,41012,2.825923953206048,125,0.0
CAMELS-GB v2,CEH-GEAR,41013,2.9427306335693837,125,0.0
CAMELS-GB v2,CEH-GEAR,41014,2.7424010385136395,125,0.0
CAMELS-GB v2,CEH-GEAR,41016,2.904250840572254,125,0.0
CAMELS-GB v2,CEH-GEAR,41019,2.693028821995667,125,0.0
CAMELS-GB v2,CEH-GEAR,41020,3.01242668630468,125,0.0
CAMELS-GB v2,CEH-GEAR,41022,2.774842570277925,125,0.0
CAMELS-GB v2,CEH-GEAR,41023,2.8495666950977663,125,0.0
CAMELS-GB v2,CEH-GEAR,41025,2.632605197333409,125,0.0
CAMELS-GB v2,CEH-GEAR,41027,2.6867086936562883,125,0.0
CAMELS-GB v2,CEH-GEAR,41028,2.8566933166607424,125,0.0
CAMELS-GB v2,CEH-GEAR,41029,2.9820456070313663,125,0.0
CAMELS-GB v2,CEH-GEAR,42001,2.879590562670672,125,0.0
CAMELS-GB v2,CEH-GEAR,42003,2.819261724946325,125,0.0
CAMELS-GB v2,CEH-GEAR,42004,2.599220123506326,125,0.0
CAMELS-GB v2,CEH-GEAR,42006,2.770307107786533,125,0.0
CAMELS-GB v2,CEH-GEAR,42008,2.693048505943335,125,0.0
CAMELS-GB v2,CEH-GEAR,42010,2.6797921303059735,125,0.0
