gauge_id,start_date_used,end_date_used,n_years,missing_fraction,zero_flow_fraction,tau_acf_days,n_beta_rows,median_beta_all,station_name,drainage_division,river_region,notes,lat_outlet,long_outlet,lat_centroid,long_centroid,map_zone,catchment_area,state_outlet,state_alt,daystart,daystart_P,daystart_Q,nested_status,next_station_ds,num_nested_within,start_date,end_date,prop_missing_data,q_uncert_unique_curves,q_uncert_rmse_all,q_uncert_rmse_lower,q_uncert_rmse_upper,q_uncert_days_above,q_uncert_Q_above,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,sig_mag_BaseMag,sig_mag_BFI,sig_mag_Q_7_day_max,sig_mag_Q_7_day_min,sig_mag_Q_CoV,sig_mag_Q_mean,sig_mag_Q_skew,sig_mag_Q_var,sig_mag_Q5,sig_mag_Q95,sig_mag_VarIdx,sig_freq_high_Q_freq,sig_freq_low_Q_freq,sig_freq_zero_Q_freq,sig_dur_RespTime,sig_dur_high_Q_dur,sig_dur_low_Q_dur,sig_dur_zero_Q_dur,sig_timing_HFD_mean,sig_timing_HFI_mean,sig_roc_AC1,sig_roc_AC1_low,sig_roc_BaseRecesK,sig_roc_FDC_slope,sig_roc_FlashIdx,sig_roc_RecesK_early,sig_roc_RecesVarSeasonality,sig_roc_RLD,sig_other_EventRR,sig_other_PeakDistribution,sig_other_PeakDistribution_low,sig_other_QP_elasticity,sig_other_RR_seasonality,sig_other_SnowDayRatio,sig_other_SnowStorage,sig_other_Spearmans_rho,sig_other_StorageFromBase,sig_other_TotalRR,sig_other_ratio_Event_TotalRR,geol_prim,geol_prim_prop,geol_sec,geol_sec_prop,unconsoldted,igneous,silicsed,carbnatesed,othersed,metamorph,sedvolc,oldrock,claya,clayb,sanda,solum_thickness,ksat,solpawhc,elev_min,elev_max,elev_mean,elev_range,mean_slope_pct,upsdist,strdensity,strahler,elongratio,relief,reliefratio,mrvbf_prop_0,mrvbf_prop_1,mrvbf_prop_2,mrvbf_prop_3,mrvbf_prop_4,mrvbf_prop_5,mrvbf_prop_6,mrvbf_prop_7,mrvbf_prop_8,mrvbf_prop_9,confinement,lc01_extracti,lc03_waterbo,lc04_saltlak,lc05_irrcrop,lc06_irrpast,lc07_irrsuga,lc08_rfcropp,lc09_rfpastu,lc10_rfsugar,lc11_wetlands,lc14_tussclo,lc15_alpineg,lc16_openhum,lc18_opentus,lc19_shrbsca,lc24_shrbden,lc25_shrbope,lc31_forclos,lc32_foropen,lc33_woodope,lc34_woodspa,lc35_urbanar,prop_forested,nvis_grasses_n,nvis_grasses_e,nvis_forests_n,nvis_forests_e,nvis_shrubs_n,nvis_shrubs_e,nvis_woodlands_n,nvis_woodlands_e,nvis_bare_n,nvis_bare_e,nvis_nodata_n,nvis_nodata_e,distupdamw,impound_fac,flow_div_fac,leveebank_fac,infrastruc_fac,settlement_fac,extract_ind_fac,landuse_fac,catchment_di,flow_regime_di,river_di,pop_mean,pop_max,pop_gt_1,pop_gt_10,erosivity,anngro_mega,anngro_meso,anngro_micro,gromega_seas,gromeso_seas,gromicro_seas,npp_ann,npp_1,npp_2,npp_3,npp_4,npp_5,npp_6,npp_7,npp_8,npp_9,npp_10,npp_11,npp_12
412029,1950-01-01,2022-02-28,72.1615331964408,0.036347080471980875,0.0613409976770739,12.096311665215834,125,1.6555741464404854,Boorowa River at Prossers Crossing (412029),Murray-Darling Basin,LACHLAN RIVER,No notes,-34.1441,148.8101,-34.44298955,148.7786791,55,1550.6,NSW,,1400,2300,2300,Not nested,,0,19500101,20220228,0.03634708,34.0,36.66723365,49.43475301,26.37945031,0.041734644,5.276428888,1.806557,3.512171,1.944124,-0.096539,5.4e-05,21.807312,1.293177,jja,274.802691,6.52808,mam,0.090479616,0.208028569,84.64101655,0.0,4.666561276,0.177000322,16.80879062,0.682247665,0.0,0.70226641,0.912491975,0.149218473,0.643174928,0.061340998,1,8.311403509,36.46428571,20.77333333,173.9,81.41666667,0.632443251,0.437702639,0.179660318,-4.752348041,0.599995351,0.270996228,2.549752699,0.428672692,0.063395767,-9.463518733,-8.115850799,3.158545927,0.442859579,0.001016309,298.7939374,-0.915873318,163.0793359,0.095409338,0.664460819,IGNEOUS,0.854677,SILICSED,0.07170592,0.0097667,0.854677,0.07170592,0.0,0.0,0.0,0.06384953,0.0,18.75,56.25,64.75,0.805246104,80.34722,87.80376,323,777.0552,552.837,454.0552,6.97,112.3518,0.764162,5,0.39564,0.503607,0.00402,0.5271,0.0754,0.2003,0.1774,0.0167,0.0028,0.0003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.03984,0.86998,0.0,0.0,0.00815,0.0,0.0,0.00014,2e-05,0.0,0.0,0.0,0.02375,0.00077,0.05565,0.0016,0.08017,2.510587,2.510587,0.034873,0.034873,0.0,0.0,97.41263,2.150668,0.0,0.0,0.0,0.0,112.3518,0.0,0.0,0,0.304762,0.003226,0.0,0.635246,0.372687,0.014113,0.1934,1.234017,360.2204,0.003573,0.002053,1199.432,0.075201,0.264712,0.352024,112.0933,71.03679,87.52148,3.198393,0.156119,0.108016,0.149786,0.185766,0.18725,0.187121,0.235817,0.332388,0.467272,0.557833,0.410589,0.228506
412050,1969-06-13,2022-02-28,52.714579055441476,0.06419445310065441,0.020868020868020868,9.511085535647712,125,1.104310489318477,Crookwell River at Narrawa North (412050),Murray-Darling Basin,LACHLAN RIVER,No notes,-34.310556,149.167222,-34.38612293,149.3553915,55,759.3,NSW,,1400,2300,2300,Not nested,,0,19690613,20220228,0.064194453,12.0,6.810328523,11.20868002,5.251107629,0.098680794,8.257409459,2.077039,3.328886,1.602707,-0.102202,0.000446,21.330895,1.286179,jja,259.943876,5.862153,mam,0.192265906,0.292556116,83.82188226,0.0,3.954863067,0.298818211,16.97010093,1.396616035,0.00261715,1.12890083,0.568432717,0.106948607,0.502053502,0.020868021,1,4.793532338,19.62255965,17.9047619,166.4651163,78.93023256,0.523849542,0.633215435,0.172479172,-3.670551663,0.624623338,0.290416963,2.237518512,0.402388173,0.096519587,-7.276181435,-5.011936686,2.738037356,0.482425973,0.005617978,310.8422534,-0.880034136,164.1518068,0.144625996,0.667373708,SILICSED,0.5169974,IGNEOUS,0.4437074,0.03929506,0.4437074,0.5169974,0.0,0.0,0.0,0.0,0.0,18.0,59.66667,69.0,1.086582763,71.77329,116.8261,464,1039.977,813.9498,575.977,8.11,67.77572,0.761334,5,0.459594,0.604743,0.008437,0.572,0.1125,0.1949,0.106,0.0123,0.0023,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0002,0.0,0.0,0.00085,0.88112,0.0,0.0,0.00148,0.0,0.0,7e-05,2e-05,0.0,0.0,0.00552,0.08968,0.0,0.01888,0.0022,0.11408,4.159496,4.159496,0.14844,0.14844,0.0,0.0,95.65023,5.595426,0.0,0.0,0.0,0.081496,67.77572,0.0,0.0,0,0.0,0.057143,0.0,0.628173,0.350834,0.054773,0.202804,3.73835,978.7283,0.38487,0.006444,1398.042,0.055991,0.253078,0.364074,129.3214,79.64516,80.90177,3.652146,0.27055,0.197778,0.231322,0.235444,0.210785,0.188324,0.215658,0.299366,0.407275,0.522113,0.51491,0.36261
412066,1960-06-23,2022-02-28,61.686516084873375,0.00976432470817984,0.03540854287122944,11.197311509972954,125,1.410212747424305,Abercrombie River at Hadley No. 2 (412066),Murray-Darling Basin,LACHLAN RIVER,No notes,-34.112778,149.5975,-34.21038245,149.7152251,55,1636.6,NSW,,1400,2300,2300,Level 1,412028,0,19600623,20220228,0.009764325,16.0,39.06712581,9.354753223,29.56965417,0.071013271,6.057753531,2.160237,3.261609,1.509839,0.015149,0.001397,19.200502,1.329185,djf,248.878418,5.340856,mam,0.17798951,0.304182438,119.1982657,0.0,3.634856345,0.28748112,14.63217153,1.091925879,0.00036955,1.09206306,0.69254259,0.10819775,0.485903814,0.035408543,1,5.666666667,23.77412281,22.57142857,171.875,100.7678571,0.63102061,0.623285519,0.153108262,-4.294992712,0.501585485,0.238458744,2.396247829,0.399256254,0.080238527,-6.482225933,-6.166786463,2.817137767,0.49511152,0.008312707,301.506107,-0.888991527,157.5728274,0.132539253,0.60539444,SILICSED,0.6507752,IGNEOUS,0.3164631,0.01488366,0.3164631,0.6507752,0.0,0.0,0.0,0.01787856,0.0,13.6,61.2,75.8,1.246561088,148.2592,144.4729,551,1317.163,895.7563,766.163,13.0,74.72653,0.906834,6,0.609741,0.453134,0.010312,0.6747,0.1044,0.1453,0.0662,0.005,0.0044,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00015,1e-05,0.0,0.00082,0.49079,0.0,0.00026,0.00281,0.0,0.0003,0.00078,0.00073,0.00032,0.0,0.04848,0.37685,0.00101,0.07666,0.0,0.503,2.275128,2.275128,5.899068,5.899068,0.0,0.0,91.75146,29.86673,0.0,0.0,0.0,0.347199,74.72653,0.0,0.0,0,0.0,0.0,0.0,0.620192,0.281958,0.006167,0.144062,0.417433,2.157965,0.007251,0.0,1324.172,0.044136,0.236695,0.362949,135.1361,79.93948,75.94434,5.389755,0.502204,0.403987,0.41982,0.402378,0.332437,0.280568,0.32337,0.442013,0.536489,0.617644,0.594029,0.53444
415201,1965-01-02,2022-02-28,57.158110882956876,0.0039277673995305835,0.20942534263044002,9.385000964833496,125,2.929474676573556,Wimmera River at Glenorchy Weir Tail Gauge (415201),Murray-Darling Basin,WIMMERA RIVER,No notes,-36.909,142.64,-37.07217255,143.0369086,54,1973.8,VIC,,1400,2300,2300,Not nested,,2,19650102,20220228,0.003927767,21.0,33.82363602,11.77245472,27.70766179,0.009579462,1.666769308,1.525819,3.075417,2.015585,-0.366298,0.0,20.557841,1.254526,jja,272.762188,6.522786,djf,0.059487577,0.240640283,53.3397799,0.0,4.923445065,0.097070219,14.40458516,0.228407421,0.0,0.31110093,0.757819746,0.185813898,0.60981005,0.209425343,1,11.81651376,40.514377,67.0,157.3269231,61.88461538,0.76138822,0.636464109,0.194736269,-8.45714507,0.530773983,0.196699399,2.633050949,0.449201742,0.038902316,-6.639958747,-6.630571127,3.461667799,0.644759037,5.66e-05,309.4326128,-0.891108603,160.7157236,0.063948512,0.608338101,UNCONSOLDTED,0.4321242,SILICSED,0.4036602,0.4321242,0.06692865,0.4036602,0.0,0.08301591,0.01422579,0.0,0.0,51.125,62.0,30.875,0.941751819,43.04967,69.93725,173,965.2323,302.224,792.2323,7.06,105.1178,0.928527,6,0.477216,0.169886,0.007598,0.4432,0.041,0.1336,0.1607,0.0528,0.068,0.0777,0.023,0.0,0.0,0.0,0.0013,0.0002,0.0,0.0,0.0,0.0,0.17792,0.5044,0.0,0.00026,0.07732,0.0,1e-05,0.0044,0.00028,3e-05,0.0001,0.05014,0.10462,0.00026,0.07845,0.0003,0.23347,0.063282,0.0,32.90186,13.1499,1.177052,0.840906,65.79291,3.592309,0.0,0.0,0.0,81.64955,105.1178,0.3,0.6,0,0.420588,0.095238,1.0,0.763452,0.351318,0.591956,0.471637,1.455486,508.8151,0.317023,0.002621,613.5476,0.052956,0.264792,0.374965,114.889,65.26347,82.65782,2.757661,0.15874,0.100182,0.155565,0.169809,0.155417,0.149751,0.198476,0.300602,0.410568,0.469944,0.29223,0.20446
415206,1950-03-01,2020-02-29,70.00136892539356,0.005592928660826032,0.03354965585054081,10.185647838622378,125,2.016743666001065,Wimmera River at Glynwylln (415206),Murray-Darling Basin,WIMMERA RIVER,No notes,-36.95390887,142.8600891,-37.08310449,143.1268023,54,1386.5,VIC,,1400,2300,2300,Level 1,415201,3,19500301,20200229,0.005592929,,,,,,,1.551233,3.066094,1.976553,-0.351298,0.0,20.521885,1.251645,jja,271.422828,6.40403,djf,0.097807072,0.264865673,53.67079408,0.0,4.515857003,0.114434775,15.00210492,0.267052351,1.44e-05,0.45831013,1.086936273,0.151425762,0.62560472,0.033549656,1,11.09510086,44.8056338,18.14893617,157.5606061,66.27272727,0.683534663,0.668835062,0.152695824,-5.659669738,0.55656498,0.209557545,3.247810105,0.402233867,0.054099288,-9.054251946,-6.374280587,3.403156228,0.542412696,4.65e-05,315.7864385,-0.917578647,227.3638529,0.072602537,0.745143221,SILICSED,0.4751413,UNCONSOLDTED,0.4040022,0.4040022,0.06873102,0.4751413,0.0,0.05205787,0.0,0.0,0.0,34.0,62.0,48.0,0.94753264,49.25552,71.21384,196,965.2323,330.5699,769.2323,8.61,79.2501,0.912885,6,0.530311,0.182658,0.009798,0.4885,0.0485,0.13,0.1441,0.0497,0.0639,0.0502,0.0251,0.0,0.0,1.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.16073,0.4955,0.0,0.00038,0.06298,0.0,0.0,0.00534,0.00025,1e-05,0.0,0.07135,0.13419,0.00022,0.06866,0.0002,0.27442,0.093811,0.0,41.55075,17.30347,1.635961,1.177334,56.62328,2.038676,0.0,0.0,0.0,78.7143,79.2501,0.0,0.0,0,0.0,0.0,0.0,0.6875,0.334235,0.018921,0.176578,0.859749,1.948274,0.306832,0.0,625.1454,0.051005,0.263253,0.381813,116.3028,67.73857,81.13348,2.922714,0.18673,0.115882,0.180262,0.193163,0.169218,0.154188,0.200261,0.303042,0.407567,0.47174,0.3127,0.236018
415207,1963-03-24,2022-02-28,58.93771389459275,0.0014400520276861616,0.1303963528098251,8.81314393801782,125,1.3587379632910441,Wimmera River at Eversley (415207),Murray-Darling Basin,WIMMERA RIVER,No notes,-37.185278,143.184722,-37.16636422,143.266189,54,305.8,VIC,,1400,2300,2300,Level 2,415206,0,19630324,20220228,0.001440052,36.0,26.14786817,34.57225123,20.35059356,0.009290658,2.091649171,1.74007,3.009166,1.729336,-0.33116,1e-06,20.02749,1.252389,jja,263.054069,5.911919,djf,0.132489753,0.305892377,59.55271158,0.0,4.751138956,0.141244014,19.76931071,0.450334862,0.0,0.5551864,0.797239526,0.135327503,0.575781541,0.130396353,1,9.696666667,40.58032787,14.83068783,157.5438596,59.66666667,0.589020964,0.362704184,0.143693216,-6.418367602,0.560784949,0.205155803,2.545712978,0.476181255,0.056256114,-8.047419592,-6.020239724,3.248367648,0.642656617,0.000238365,338.9556009,-0.873731694,228.5456072,0.08163745,0.689096901,SILICSED,0.5915788,UNCONSOLDTED,0.2658583,0.2658583,0.1425626,0.5915788,0.0,0.0,0.0,0.0,0.0,18.0,38.0,69.0,0.968297493,77.15224,74.14567,273,948.7115,447.6877,675.7115,15.87,29.4543,0.684542,4,0.668815,0.285449,0.023805,0.7158,0.0819,0.1086,0.0772,0.015,0.0015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00783,0.42858,0.0,0.0,0.00825,0.0,2e-05,0.0,8e-05,0.0,0.0,0.23848,0.29438,0.0,0.02224,0.0002,0.5551,0.0,0.0,66.99362,43.83737,1.519322,0.615725,31.48706,1.585656,0.0,0.0,0.0,52.4124,29.4543,0.0,0.0,0,0.305882,0.0,0.0,0.636474,0.283868,0.004194,0.144031,1.078598,1.749952,0.59703,0.0,722.3075,0.046876,0.269471,0.412782,124.4598,74.61029,74.21752,4.329484,0.346822,0.196688,0.340878,0.361423,0.292126,0.228422,0.272326,0.395973,0.499056,0.559192,0.436029,0.411676
415220,1974-08-30,2022-02-28,47.501711156741955,0.009279538904899135,0.6988771888998778,5.341109631360451,125,2.5066002997099983,Avon River at Wimmera HWY (415220),Murray-Darling Basin,AVON RIVER-TYRELL LAKE,No notes,-36.64,142.98,-36.75291169,143.1284347,54,526.5,VIC,,1400,2300,2300,Not nested,,0,19740830,20220228,0.009279539,14.0,76.76199454,74.62095216,63.58963912,0.005763689,1.131034218,1.335869,3.199893,2.395365,-0.384237,0.0,21.366851,1.266383,jja,284.69059,7.152439,djf,0.015061227,0.059737621,38.23170504,0.0,7.422081746,0.068074389,13.51068816,0.255281285,0.0,0.13572532,1.416660711,0.301122811,0.85630345,0.698877189,1,60.89411765,93.15822785,143.0119048,165.4054054,36.45945946,0.696853058,0.520023464,0.318115074,,0.751735897,0.400271303,2.515856103,0.510826772,0.0365726,-9.128428671,-8.550940794,3.65995326,0.586834432,0.0,274.0356767,-0.940571478,117.4058193,0.051836924,0.705531847,SILICSED,0.534904,UNCONSOLDTED,0.3982486,0.3982486,0.0,0.534904,0.0,0.06684591,0.0,0.0,0.0,52.0,62.0,30.0,1.012370903,29.40507,89.08789,148,589.8561,225.282,441.8561,4.26,60.28884,0.844153,5,0.441819,0.184185,0.007412,0.342,0.0243,0.1218,0.186,0.0813,0.1148,0.1298,0.0,0.0,0.0,0.04,0.0007,0.0,0.0,0.0,0.0,0.0,0.37021,0.33792,0.0,0.0001,0.08538,0.0,1e-05,0.00534,0.00039,3e-05,0.0002,0.0,0.08652,0.00035,0.11279,0.0,0.19966,0.230716,0.0,32.42801,13.33645,0.0,0.0,67.04356,3.180693,0.0,0.0,0.0,83.16609,60.28884,0.0,0.6,0,0.082759,0.039589,1.0,0.710366,0.36197,0.471316,0.416643,0.406411,1.301876,0.000778,0.0,581.8569,0.053561,0.237447,0.328068,106.9969,62.60271,91.29948,2.388308,0.117915,0.0719,0.111412,0.132109,0.136354,0.13948,0.185462,0.286209,0.399412,0.434239,0.235898,0.145785
415223,1965-09-12,2020-02-29,54.46680355920602,0.002261988539258068,0.18051287218499673,56.741561527633806,125,2.946625845955249,Burnt Creek at Wonwondah East (415223),Murray-Darling Basin,WIMMERA RIVER,No notes,-36.88537671,142.2340353,-36.93660523,142.310245,54,82.0,VIC,,1400,2300,2300,Not nested,,0,19650912,20200229,0.002261989,,,,,,,1.459361,3.113851,2.133709,-0.424473,0.0,20.315138,1.229597,jja,273.346473,6.337849,djf,0.865601263,0.530794609,121.6096341,0.0,2.353052383,0.642881494,6.245261136,2.288363647,0.0,2.77380488,0.682326696,0.092347222,0.429996473,0.180512872,2,12.64137931,32.70114943,33.17592593,157.7254902,66.05882353,0.927686949,0.945947948,0.21751042,-5.243811327,0.183314469,0.094343427,3.181702909,0.36538146,0.216205874,-5.063586952,-3.232636711,3.471100028,0.757059818,0.0,160.8927382,-0.822583379,118.4151536,0.452202122,0.478117779,UNCONSOLDTED,0.8146019,SILICSED,0.1481725,0.8146019,0.02833395,0.1481725,0.0,0.0,0.0,0.0,0.0,36.0,55.0,51.0,1.268528512,104.3714,133.8395,157,851.4648,251.3579,694.4648,1.96,60.82515,0.914331,4,0.347545,0.1391,0.01146,0.2004,0.0099,0.0616,0.1093,0.1043,0.1328,0.3817,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.41425,0.41023,0.0,0.00592,0.0852,0.0,0.0,0.00032,5e-05,5e-05,0.0,0.0,0.02934,0.00011,0.05454,0.0,0.08399,1.700382,1.39354,8.89145,7.845081,2.963295,2.390367,86.42807,15.75121,0.0,0.0,0.0,69.2151,50.63044,0.0,0.6,0,0.145205,0.010667,0.0,0.733542,0.220314,0.877867,0.549091,0.841734,1.56919,0.715282,0.0,508.3504,0.037186,0.233652,0.359944,102.3666,83.45123,85.4667,2.941455,0.152714,0.10843,0.156627,0.181187,0.168644,0.159719,0.20678,0.323425,0.446189,0.50124,0.327294,0.216851
415226,1971-04-30,2022-02-28,50.836413415468854,0.0071090047393364926,0.8520828813191582,3.86582815703145,125,1.1121390180792778,Richardson River at Carrs Plains (415226),Murray-Darling Basin,AVON RIVER-TYRELL LAKE,No notes,-36.743611,142.785278,-36.81819137,142.8907962,54,129.7,VIC,,1400,2300,2300,Not nested,,0,19710430,20220228,0.007109005,8.0,25.80570995,95.0773265,22.17975084,0.0,0.0,1.307961,3.154944,2.412109,-0.403999,0.0,20.908412,1.281543,jja,283.045603,7.312587,djf,0.012729291,0.039083883,74.71168543,0.0,10.11595728,0.066793078,26.39980935,0.45653795,0.0,0.0999229,0.0,0.147917119,0.912019961,0.852082881,1,37.875,128.351145,215.1917808,167.4242424,24.24242424,0.454797265,0.207474773,0.462610599,,1.027727572,0.740865301,1.252507672,0.547237077,0.044776016,-5.23866798,-6.355194987,4.860664428,0.629554128,0.0,283.588113,-0.971312513,112.9496985,0.049979498,0.895887683,UNCONSOLDTED,0.703903,SILICSED,0.2018927,0.703903,0.0,0.2018927,0.0,0.09420436,0.0,0.0,0.0,52.0,62.0,30.0,1.067460111,19.60325,93.25573,161,295.4124,194.2034,134.4124,1.62,32.18109,1.003788,3,0.397028,0.288938,0.004423,0.2593,0.0073,0.0988,0.1657,0.1065,0.1346,0.2255,0.0023,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.61742,0.22227,0.0,0.0,0.04846,0.0,0.0,0.00425,0.00019,0.0,0.0,0.0,0.05656,6e-05,0.05077,0.0,0.10739,0.0,0.0,12.72003,7.536463,0.0,0.0,87.27996,2.266958,0.0,0.0,0.0,90.17245,32.18109,0.0,0.0,0,0.19403,0.2,0.0,0.790813,0.392393,0.233615,0.313004,0.441061,0.636517,0.0,0.0,492.7136,0.054481,0.2352,0.312629,106.8074,57.98401,92.50645,2.351119,0.079645,0.05546,0.086775,0.099323,0.105767,0.133552,0.183263,0.29959,0.462302,0.491198,0.241644,0.120519
415237,1976-12-19,2022-02-28,45.19644079397673,0.001453840562151684,0.5843848580441641,5.100163311071888,125,1.1584141704225352,Concongella Creek at Stawell (415237),Murray-Darling Basin,WIMMERA RIVER,No notes,-37.026389,142.821389,-37.13455874,142.8724615,54,239.6,VIC,,1400,2300,2300,Level 1,415201,0,19761219,20220228,0.001453841,17.0,18.87794051,31.19286753,15.06021984,0.0,0.0,1.513437,3.055887,2.019171,-0.384439,0.0,20.953357,1.254575,jja,274.748757,6.436092,djf,0.040937582,0.116978115,70.34027378,0.0,7.24638912,0.090890747,23.49019098,0.433793108,0.0,0.30434725,0.888936677,0.415615142,0.792708081,0.584384858,1,61.16964286,54.90336134,85.24778761,169.952381,47.76190476,0.486914003,0.217695967,0.245290453,,0.896305762,0.393732469,2.591061387,0.551266586,0.055603748,-8.522675386,-7.225883413,3.818904443,0.4287912,0.0,310.6865557,-0.897521667,136.8736618,0.061207754,0.908442871,SILICSED,0.3265332,UNCONSOLDTED,0.2541392,0.2541392,0.1419064,0.3265332,0.0,0.199306,0.0781156,0.0,0.0,18.0,38.0,69.0,0.904742604,34.062,61.2186,205,520.7133,264.9305,315.7133,4.95,35.90181,0.947078,4,0.495387,0.198471,0.008889,0.4376,0.0407,0.1946,0.2163,0.0479,0.0559,0.007,0.0,0.0,0.0,0.06,0.0104,0.0005,0.0,0.0,0.0,0.0,0.08182,0.63638,0.0,0.0,0.10692,0.0,5e-05,0.00201,0.00095,8e-05,0.0,0.00018,0.0613,0.00076,0.09777,0.0009,0.16001,0.0,0.0,18.34445,4.310344,0.068202,0.0,81.58736,8.945494,0.0,0.0,0.0,85.56021,35.90181,0.0,0.0,0,0.276543,0.038095,0.0,0.64003,0.370591,0.009351,0.189971,3.261415,508.8151,0.726844,0.009175,611.6127,0.0605,0.283787,0.375062,116.3219,58.09985,82.87737,2.304073,0.092404,0.065284,0.09844,0.115438,0.12775,0.137907,0.185121,0.27376,0.38497,0.447822,0.250157,0.132595
415238,1976-03-05,2022-02-28,45.987679671457904,0.014466869083764959,0.7090733357496678,4.8398432404183875,125,1.0452240727169422,Wattle Creek at Navarre (415238),Murray-Darling Basin,WIMMERA RIVER,No notes,-36.902,143.11,-36.95897507,143.1994838,54,139.3,VIC,,1400,2300,2300,Level 2,415206,0,19760305,20220228,0.014466869,7.0,28.14365816,33.56164212,25.3197925,0.0,0.0,1.549966,3.112828,2.00832,-0.375848,0.0,21.681466,1.262827,jja,279.854509,6.778358,djf,0.025384288,0.083464635,43.85362354,0.0,8.190138031,0.07870512,20.36459811,0.415516632,0.0,0.19409472,0.520005957,0.290926664,0.832487616,0.709073336,1,43.38738739,70.31122449,102.0695652,158.5757576,39.6969697,0.413363496,0.252241886,0.282654421,,1.047717037,0.50988624,2.894899651,0.562144598,0.044612614,-8.073720235,-6.918940872,4.125362902,0.35772986,8.34e-05,307.8065586,-0.860239866,116.1579583,0.052428223,0.850927442,SILICSED,0.6928309,UNCONSOLDTED,0.3071687,0.3071687,0.0,0.6928309,0.0,0.0,0.0,0.0,0.0,34.0,62.0,48.0,0.945291207,52.54024,70.21191,229,749.2672,333.2046,520.2672,9.01,24.57965,1.068807,4,0.543217,0.20277,0.021232,0.5067,0.0467,0.151,0.1597,0.0746,0.0572,0.0041,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.09869,0.30896,0.0,0.0,0.11029,0.0,0.0,0.01462,0.00055,0.0,0.0004,0.00018,0.26188,0.00088,0.20276,0.0008,0.4657,0.0,0.0,57.24834,28.20583,0.0,0.0,42.75164,2.733567,0.0,0.0,0.0,68.14598,24.57965,0.0,0.0,0,0.570213,0.148936,0.0,0.607244,0.295832,0.009391,0.152612,1.098611,1.301876,0.604631,0.0,714.5828,0.054392,0.264787,0.37898,116.5278,67.95815,82.30621,2.787876,0.20095,0.124366,0.187195,0.197432,0.174942,0.154129,0.18859,0.278084,0.360984,0.41668,0.27884,0.232775
415245,1985-05-01,2022-02-28,36.832306639288156,0.0014866572511707426,0.3566589741680935,32.305078578780765,125,1.070155789299107,Mount Cole Creek at Crowlands (415245),Murray-Darling Basin,WIMMERA RIVER,No notes,-37.165,143.09,-37.26105427,143.1541204,54,153.1,VIC,,1400,2300,2300,Level 2,415206,0,19850501,20220228,0.001486657,15.0,11.28277961,18.00664804,8.748467423,0.0,0.0,1.679643,2.9829,1.775913,-0.307866,0.0,19.074656,1.233721,jja,258.847218,5.650706,djf,0.130967557,0.406870092,33.18088844,0.0,3.829662137,0.111931891,19.46783414,0.183750532,0.0,0.50664736,0.666824061,0.200178664,0.594282737,0.356658974,1,12.39170507,41.14948454,72.59090909,154.7428571,52.8,0.592434886,0.639691636,0.132479935,,0.461608677,0.212304994,2.070639385,0.480016149,0.042030404,-5.641655953,-5.173659954,4.395395914,0.682901253,0.0,329.8553377,-0.898394529,201.4055267,0.067040231,0.626943014,SILICSED,0.4193404,UNCONSOLDTED,0.2685012,0.2685012,0.2679891,0.4193404,0.0,0.04416919,0.0,0.0,0.0,18.0,38.0,69.0,0.958256483,70.85871,72.25761,257,965.2323,404.9643,708.2323,11.32,29.96447,0.662077,3,0.480169,0.231338,0.024325,0.5817,0.0648,0.1361,0.1473,0.0345,0.0356,0.0,0.0,0.0,0.0,0.09,0.0,0.0018,0.0,0.0,0.0,0.0,0.01879,0.60664,0.0,0.0,0.00758,0.0,0.0,0.00028,0.00012,3e-05,0.0,0.16532,0.18355,3e-05,0.01592,0.0,0.36482,0.0,0.0,58.15632,21.89747,9.179362,7.118438,32.6643,4.859882,0.0,0.0,0.0,65.10324,29.96447,0.0,0.0,0,0.176271,0.0,0.0,0.640381,0.294541,0.091098,0.19282,1.087076,1.749952,0.573104,0.0,672.5266,0.047241,0.270858,0.409259,123.5483,70.57472,74.91247,3.146128,0.250486,0.164908,0.226001,0.220131,0.179244,0.146285,0.18616,0.273998,0.367626,0.45787,0.371634,0.307598
