archive,gauge_id,family,draw,status,reason,tau_acf_days,n_curve_points
CAMELS-US,01350000,matched_ar1,0,included,included,1.6102263333975215,125
CAMELS-US,01350080,matched_ar1,0,included,included,2.353991117998154,125
CAMELS-US,01350140,matched_ar1,0,included,included,2.135292059219671,125
CAMELS-US,01365000,matched_ar1,0,included,included,2.1488366856853305,125
CAMELS-US,01411300,matched_ar1,0,included,included,6.843070954691996,125
CAMELS-US,01413500,matched_ar1,0,included,included,2.94617649779054,125
CAMELS-US,01414500,matched_ar1,0,included,included,2.0976822640078656,125
CAMELS-US,01415000,matched_ar1,0,included,included,2.4097887645258558,125
CAMELS-US,01423000,matched_ar1,0,included,included,3.2612945859299525,125
CAMELS-US,01434025,matched_ar1,0,included,included,1.4287840981449336,125
CAMELS-US,01435000,matched_ar1,0,included,included,1.4264294698363702,125
CAMELS-US,01439500,matched_ar1,0,included,included,6.025519480370008,125
CAMELS-US,01440000,matched_ar1,0,included,included,2.511662312485134,125
CAMELS-US,01440400,matched_ar1,0,included,included,2.9647051941863336,125
CAMELS-US,01451800,matched_ar1,0,included,included,2.9459864400269002,125
CAMELS-US,01466500,matched_ar1,0,included,included,6.573468151202266,125
CAMELS-US,01484100,matched_ar1,0,included,included,1.8182651170387711,125
CAMELS-US,01485500,matched_ar1,0,included,included,4.9388039551302025,125
CAMELS-US,01486000,matched_ar1,0,included,included,2.0254504552731283,125
CAMELS-US,01487000,matched_ar1,0,included,included,5.2736406440953365,125
CAMELS-US,01491000,matched_ar1,0,included,included,2.8712432667226637,125
CAMELS-US,01510000,matched_ar1,0,included,included,3.184633346458708,125
CAMELS-US,01516500,matched_ar1,0,included,included,1.4160307313059861,125
CAMELS-US,01518862,matched_ar1,0,included,included,2.1335472816435743,125
CAMELS-US,01532000,matched_ar1,0,included,included,1.5448582664318506,125
CAMELS-US,01539000,matched_ar1,0,included,included,2.4312979144118914,125
CAMELS-US,01542810,matched_ar1,0,included,included,2.5147300532744326,125
CAMELS-US,01543000,matched_ar1,0,included,included,2.6889072432005565,125
CAMELS-US,01543500,matched_ar1,0,included,included,3.568836334864145,125
CAMELS-US,01544500,matched_ar1,0,included,included,4.955769826448456,125
CAMELS-US,01545600,matched_ar1,0,included,included,5.424835839207378,125
CAMELS-US,01547700,matched_ar1,0,included,included,2.278782610320184,125
CAMELS-US,01548500,matched_ar1,0,included,included,4.547877297233701,125
CAMELS-US,01549500,matched_ar1,0,included,included,2.43798654369911,125
CAMELS-US,01550000,matched_ar1,0,included,included,2.209440586378578,125
CAMELS-US,01552000,matched_ar1,0,included,included,2.2609968701050573,125
CAMELS-US,01552500,matched_ar1,0,included,included,1.9606487111479294,125
CAMELS-US,01557500,matched_ar1,0,included,included,2.792158568218847,125
CAMELS-US,01567500,matched_ar1,0,included,included,1.6556162859712436,125
CAMELS-US,01568000,matched_ar1,0,included,included,1.9465657146038433,125
CAMELS-US,01580000,matched_ar1,0,included,included,1.3952249958772014,125
CAMELS-US,01583500,matched_ar1,0,included,included,1.280268718186768,125
CAMELS-US,01586610,matched_ar1,0,included,included,1.1394889111841087,125
CAMELS-US,01591400,matched_ar1,0,included,included,0.9405094935713497,125
CAMELS-US,01594950,matched_ar1,0,included,included,2.3011746046027963,125
CAMELS-US,01596500,matched_ar1,0,included,included,3.286367923147937,125
CAMELS-US,01605500,matched_ar1,0,included,included,2.4329082745676285,125
CAMELS-US,01606500,matched_ar1,0,included,included,2.262847629615252,125
CAMELS-US,01613050,matched_ar1,0,included,included,2.241291882943383,125
CAMELS-US,01620500,matched_ar1,0,included,included,2.4798079044432475,125
CAMELS-US,01632000,matched_ar1,0,included,included,1.6759610034046024,125
CAMELS-US,01632900,matched_ar1,0,included,included,1.6751241117951035,125
CAMELS-US,01634500,matched_ar1,0,included,included,1.664509749302918,125
CAMELS-US,01638480,matched_ar1,0,included,included,1.2734366672229736,125
CAMELS-US,01639500,matched_ar1,0,included,included,1.4370299763500014,125
CAMELS-US,01644000,matched_ar1,0,included,included,1.7157810823400463,125
CAMELS-US,01658500,matched_ar1,0,included,included,0.9298803977720812,125
CAMELS-US,01664000,matched_ar1,0,included,included,2.0629608187173396,125
CAMELS-US,01666500,matched_ar1,0,included,included,1.7769203056580012,125
CAMELS-US,01667500,matched_ar1,0,included,included,1.9272072778441423,125
CAMELS-US,01669000,matched_ar1,0,included,included,3.1303528589382803,125
CAMELS-US,01669520,matched_ar1,0,included,included,8.976232320741081,125
CAMELS-US,02011400,matched_ar1,0,included,included,2.1006974679146264,125
CAMELS-US,02011460,matched_ar1,0,included,included,1.5016184416843927,125
CAMELS-US,02013000,matched_ar1,0,included,included,1.564255924358136,125
CAMELS-US,02014000,matched_ar1,0,included,included,2.700925852108039,125
CAMELS-US,02015700,matched_ar1,0,included,included,1.9113160625619876,125
CAMELS-US,02016000,matched_ar1,0,included,included,2.440661987582904,125
CAMELS-US,02017500,matched_ar1,0,included,included,2.8147109309315477,125
CAMELS-US,02018000,matched_ar1,0,included,included,2.5899185084928917,125
CAMELS-US,02027000,matched_ar1,0,included,included,2.4355655659700606,125
CAMELS-US,02027500,matched_ar1,0,included,included,2.3647776656337203,125
CAMELS-US,02028500,matched_ar1,0,included,included,2.5458534592898676,125
CAMELS-US,02038850,matched_ar1,0,included,included,1.0270705282622423,125
CAMELS-US,02046000,matched_ar1,0,included,included,2.5306211724230034,125
CAMELS-US,02051000,matched_ar1,0,included,included,0.8843164674452512,125
CAMELS-US,02051500,matched_ar1,0,included,included,3.221279515381643,125
CAMELS-US,02053200,matched_ar1,0,included,included,13.60334663257263,125
CAMELS-US,02053800,matched_ar1,0,included,included,2.008593575511515,125
CAMELS-US,02055100,matched_ar1,0,included,included,0.9691920872746508,125
CAMELS-US,02056900,matched_ar1,0,included,included,1.5906949714228098,125
CAMELS-US,02059500,matched_ar1,0,included,included,1.1911766088170246,125
CAMELS-US,02064000,matched_ar1,0,included,included,1.3482979464731912,125
CAMELS-US,02065500,matched_ar1,0,included,included,1.9448418699754755,125
CAMELS-US,02069700,matched_ar1,0,included,included,1.6772425958311183,125
CAMELS-US,02070000,matched_ar1,0,included,included,1.1664068366217313,125
CAMELS-US,02074500,matched_ar1,0,included,included,1.009297192759802,125
CAMELS-US,02077200,matched_ar1,0,included,included,0.9861075506687647,125
CAMELS-US,02081500,matched_ar1,0,included,included,1.6217693129092055,125
CAMELS-US,02082950,matched_ar1,0,included,included,3.3407375370557606,125
CAMELS-US,02092500,matched_ar1,0,included,included,13.096233978281317,125
CAMELS-US,02096846,matched_ar1,0,included,included,0.9697259361722507,125
CAMELS-US,02102908,matched_ar1,0,included,included,1.7424736245107315,125
CAMELS-US,02108000,matched_ar1,0,included,included,22.011874234476814,125
CAMELS-US,02111180,matched_ar1,0,included,included,1.7608173365599957,125
CAMELS-US,02111500,matched_ar1,0,included,included,1.4082380401136976,125
CAMELS-US,02112120,matched_ar1,0,included,included,1.4480503559104605,125
CAMELS-US,02112360,matched_ar1,0,included,included,1.7068219576009092,125
CAMELS-US,02118500,matched_ar1,0,included,included,1.4210613431133545,125
CAMELS-US,02125000,matched_ar1,0,included,included,0.9316121700266655,125
CAMELS-US,02128000,matched_ar1,0,included,included,1.1657509623658668,125
CAMELS-US,02137727,matched_ar1,0,included,included,1.5619021632374201,125
CAMELS-US,02140991,matched_ar1,0,included,included,1.7370313188388542,125
CAMELS-US,02143000,matched_ar1,0,included,included,1.3051122158085695,125
CAMELS-US,02143040,matched_ar1,0,included,included,1.3509620987278053,125
CAMELS-US,02149000,matched_ar1,0,included,included,1.9267175222463269,125
CAMELS-US,02152100,matched_ar1,0,included,included,1.2243294490712155,125
CAMELS-US,02177000,matched_ar1,0,included,included,2.72768202961622,125
CAMELS-US,02178400,matched_ar1,0,included,included,2.912006911982158,125
CAMELS-US,02193340,matched_ar1,0,included,included,0.9547401873004489,125
CAMELS-US,02196000,matched_ar1,0,included,included,2.0391699284338105,125
CAMELS-US,02198100,matched_ar1,0,included,included,1.8752899490406818,125
CAMELS-US,02202600,matched_ar1,0,included,included,8.059615402785656,125
CAMELS-US,02212600,matched_ar1,0,included,included,1.4710317085013775,125
CAMELS-US,02215100,matched_ar1,0,included,included,3.900303057853101,125
CAMELS-US,02216180,matched_ar1,0,included,included,3.5711253527353364,125
CAMELS-US,02221525,matched_ar1,0,included,included,3.0579139388792025,125
CAMELS-US,02231000,matched_ar1,0,included,included,29.102897273440828,125
CAMELS-US,02231342,matched_ar1,0,included,included,11.801301457397962,125
CAMELS-US,02235200,matched_ar1,0,included,included,90.668241798068,125
CAMELS-US,02245500,matched_ar1,0,included,included,3.762856719677188,125
CAMELS-US,02246000,matched_ar1,0,included,included,4.518381165880349,125
CAMELS-US,02296500,matched_ar1,0,included,included,50.67740719531796,125
CAMELS-US,02297155,matched_ar1,0,included,included,4.111539885752629,125
CAMELS-US,02297310,matched_ar1,0,included,included,14.206035148000282,125
CAMELS-US,02298123,matched_ar1,0,included,included,28.47493720853267,125
CAMELS-US,02298608,matched_ar1,0,included,included,6.764718313657779,125
CAMELS-US,02299950,matched_ar1,0,included,included,2.5021706185096684,125
CAMELS-US,02300700,matched_ar1,0,included,included,2.8555160076584785,125
CAMELS-US,02310947,matched_ar1,0,included,included,129.91877570033031,125
CAMELS-US,02312200,matched_ar1,0,included,included,177.06409457259957,125
CAMELS-US,02314500,matched_ar1,0,included,included,97.19708061476781,125
CAMELS-US,02315500,matched_ar1,0,included,included,80.28427369064086,125
CAMELS-US,02324400,matched_ar1,0,included,included,23.507618123319563,125
CAMELS-US,02327100,matched_ar1,0,included,included,8.134441963242596,125
CAMELS-US,02342933,matched_ar1,0,included,included,1.3774736652373383,125
CAMELS-US,02349900,matched_ar1,0,included,included,2.3183236424217686,125
CAMELS-US,02350900,matched_ar1,0,included,included,8.397867455224244,125
CAMELS-US,02361000,matched_ar1,0,included,included,4.464285369710169,125
CAMELS-US,02363000,matched_ar1,0,included,included,4.663610322706201,125
CAMELS-US,02369800,matched_ar1,0,included,included,2.599169590355742,125
CAMELS-US,02371500,matched_ar1,0,included,included,11.19788277742303,125
CAMELS-US,02372250,matched_ar1,0,included,included,7.078010270975674,125
CAMELS-US,02374500,matched_ar1,0,included,included,3.2779860045987737,125
CAMELS-US,02381600,matched_ar1,0,included,included,1.3588985165639282,125
CAMELS-US,02384540,matched_ar1,0,included,included,2.162873768967201,125
CAMELS-US,02395120,matched_ar1,0,included,included,1.443396193885471,125
CAMELS-US,02408540,matched_ar1,0,included,included,1.5687825066136443,125
CAMELS-US,02415000,matched_ar1,0,included,included,1.5201935601810026,125
CAMELS-US,02422500,matched_ar1,0,included,included,1.9399406075628178,125
CAMELS-US,02427250,matched_ar1,0,included,included,2.7686675361851933,125
CAMELS-US,02430085,matched_ar1,0,included,included,1.3845063735336984,125
CAMELS-US,02430615,matched_ar1,0,included,included,1.3115139125681474,125
CAMELS-US,02450250,matched_ar1,0,included,included,1.5216775973161294,125
CAMELS-US,02464000,matched_ar1,0,included,included,2.14323579906173,125
CAMELS-US,02464146,matched_ar1,0,included,included,1.2130995083246696,125
CAMELS-US,02464360,matched_ar1,0,included,included,1.9583141693940656,125
CAMELS-US,02465493,matched_ar1,0,included,included,1.8679026798965896,125
CAMELS-US,02469800,matched_ar1,0,included,included,2.5821752695613216,125
CAMELS-US,02472000,matched_ar1,0,included,included,6.171819006038975,125
CAMELS-US,02472500,matched_ar1,0,included,included,5.050394909145428,125
CAMELS-US,02479155,matched_ar1,0,included,included,1.486336705626321,125
CAMELS-US,02479300,matched_ar1,0,included,included,7.729724536656408,125
CAMELS-US,02479560,matched_ar1,0,included,included,14.841995399886436,125
CAMELS-US,02481000,matched_ar1,0,included,included,2.500847997396874,125
CAMELS-US,02481510,matched_ar1,0,included,included,3.614169315681334,125
CAMELS-US,03010655,matched_ar1,0,included,included,4.53506315430628,125
CAMELS-US,03011800,matched_ar1,0,included,included,3.2459354310220947,125
CAMELS-US,03015500,matched_ar1,0,included,included,4.185607803339427,125
CAMELS-US,03021350,matched_ar1,0,included,included,2.3646466570712725,125
CAMELS-US,03026500,matched_ar1,0,included,included,3.395439545244081,125
CAMELS-US,03028000,matched_ar1,0,included,included,3.5292043915803126,125
CAMELS-US,03049000,matched_ar1,0,included,included,2.8351225941038365,125
CAMELS-US,03049800,matched_ar1,0,included,included,1.3608482450454327,125
CAMELS-US,03050000,matched_ar1,0,included,included,2.0589966314241313,125
CAMELS-US,03066000,matched_ar1,0,included,included,2.8835756926828218,125
CAMELS-US,03069500,matched_ar1,0,included,included,2.3334928028772017,125
CAMELS-US,03070500,matched_ar1,0,included,included,2.5143855895040965,125
CAMELS-US,03076600,matched_ar1,0,included,included,3.4974534477642214,125
CAMELS-US,03078000,matched_ar1,0,included,included,2.571079689583513,125
CAMELS-US,03140000,matched_ar1,0,included,included,1.5739298896520275,125
CAMELS-US,03144000,matched_ar1,0,included,included,2.025713140752151,125
CAMELS-US,03159540,matched_ar1,0,included,included,1.8706541288792267,125
CAMELS-US,03161000,matched_ar1,0,included,included,2.054072362645453,125
CAMELS-US,03164000,matched_ar1,0,included,included,2.6252418333721974,125
CAMELS-US,03165000,matched_ar1,0,included,included,1.4108038168617059,125
CAMELS-US,03170000,matched_ar1,0,included,included,2.028178453006723,125
CAMELS-US,03173000,matched_ar1,0,included,included,2.414372890427451,125
CAMELS-US,03180500,matched_ar1,0,included,included,2.290968292139564,125
CAMELS-US,03182500,matched_ar1,0,included,included,2.0054579252128866,125
CAMELS-US,03186500,matched_ar1,0,included,included,1.940141252789039,125
CAMELS-US,03187500,matched_ar1,0,included,included,2.184987272888859,125
CAMELS-US,03213700,matched_ar1,0,included,included,3.17701348233828,125
CAMELS-US,03237280,matched_ar1,0,included,included,1.208997762269501,125
CAMELS-US,03237500,matched_ar1,0,included,included,1.1610813320133653,125
CAMELS-US,03238500,matched_ar1,0,included,included,1.2156617658954518,125
CAMELS-US,03241500,matched_ar1,0,included,included,2.4874832433131564,125
CAMELS-US,03280700,matched_ar1,0,included,included,1.4366942478694467,125
CAMELS-US,03281100,matched_ar1,0,included,included,1.5855270214336552,125
CAMELS-US,03281500,matched_ar1,0,included,included,2.7888294710252626,125
CAMELS-US,03285000,matched_ar1,0,included,included,1.970293090784616,125
CAMELS-US,03291780,matched_ar1,0,included,included,1.1617348345457248,125
CAMELS-US,03300400,matched_ar1,0,included,included,2.1912127478490064,125
CAMELS-US,03338780,matched_ar1,0,included,included,3.9746332208411164,125
CAMELS-US,03340800,matched_ar1,0,included,included,1.5192666562477344,125
CAMELS-US,03346000,matched_ar1,0,included,included,2.990044553220838,125
CAMELS-US,03357350,matched_ar1,0,included,included,1.0047938491304393,125
CAMELS-US,03364500,matched_ar1,0,included,included,1.6968702196167689,125
CAMELS-US,03366500,matched_ar1,0,included,included,1.4466671724514408,125
CAMELS-US,03368000,matched_ar1,0,included,included,0.9036656696908849,125
CAMELS-US,03384450,matched_ar1,0,included,included,1.083124066679208,125
CAMELS-US,03439000,matched_ar1,0,included,included,2.7789021343229394,125
CAMELS-US,03450000,matched_ar1,0,included,included,2.8328306156630423,125
CAMELS-US,03455500,matched_ar1,0,included,included,1.7700251944960137,125
CAMELS-US,03456500,matched_ar1,0,included,included,1.9543501355859112,125
CAMELS-US,03460000,matched_ar1,0,included,included,2.856470139367787,125
CAMELS-US,03463300,matched_ar1,0,included,included,1.577377133865575,125
CAMELS-US,03471500,matched_ar1,0,included,included,2.9833093771974215,125
CAMELS-US,03473000,matched_ar1,0,included,included,3.9413394810930753,125
CAMELS-US,03479000,matched_ar1,0,included,included,1.4547660650413863,125
CAMELS-US,03488000,matched_ar1,0,included,included,2.6918766507080547,125
CAMELS-US,03498500,matched_ar1,0,included,included,2.040584907399059,125
CAMELS-US,03500000,matched_ar1,0,included,included,3.6524519309062837,125
CAMELS-US,03500240,matched_ar1,0,included,included,2.515534665145409,125
CAMELS-US,03504000,matched_ar1,0,included,included,3.38370568641837,125
CAMELS-US,03574500,matched_ar1,0,included,included,2.7453689584269734,125
CAMELS-US,03592718,matched_ar1,0,included,included,1.176506206697598,125
CAMELS-US,03604000,matched_ar1,0,included,included,1.9436129836840348,125
CAMELS-US,04015330,matched_ar1,0,included,included,2.1874737146610532,125
CAMELS-US,04024430,matched_ar1,0,included,included,4.3760867614473975,125
CAMELS-US,04027000,matched_ar1,0,included,included,9.148110258773604,125
CAMELS-US,04040500,matched_ar1,0,included,included,14.369243734037402,125
CAMELS-US,04043050,matched_ar1,0,included,included,4.983738733566554,125
CAMELS-US,04045500,matched_ar1,0,included,included,102.76039616144902,125
CAMELS-US,04056500,matched_ar1,0,included,included,56.341824154613356,125
CAMELS-US,04057510,matched_ar1,0,included,included,29.15328132816096,125
CAMELS-US,04057800,matched_ar1,0,included,included,10.259170242143092,125
CAMELS-US,04059500,matched_ar1,0,included,included,33.6429980873617,125
CAMELS-US,04063700,matched_ar1,0,included,included,37.18174927287001,125
CAMELS-US,04074950,matched_ar1,0,included,included,35.34718210329337,125
CAMELS-US,04105700,matched_ar1,0,included,included,9.746569802247992,125
CAMELS-US,04115265,matched_ar1,0,included,included,3.2806246838477113,125
CAMELS-US,04122200,matched_ar1,0,included,included,13.16527833608402,125
CAMELS-US,04122500,matched_ar1,0,included,included,49.15584129733073,125
CAMELS-US,04124000,matched_ar1,0,included,included,16.108780942626066,125
CAMELS-US,04127918,matched_ar1,0,included,included,8.743060075030085,125
CAMELS-US,04127997,matched_ar1,0,included,included,4.444343539732887,125
CAMELS-US,04161580,matched_ar1,0,included,included,12.427396882259197,125
CAMELS-US,04185000,matched_ar1,0,included,included,15.811865623005344,125
CAMELS-US,04196800,matched_ar1,0,included,included,5.246542971636889,125
CAMELS-US,04197100,matched_ar1,0,included,included,3.5442113387161,125
CAMELS-US,04197170,matched_ar1,0,included,included,1.4873401110348954,125
CAMELS-US,04213000,matched_ar1,0,included,included,3.0299096421297436,125
CAMELS-US,04213075,matched_ar1,0,included,included,1.154014919179542,125
CAMELS-US,04216418,matched_ar1,0,included,included,1.7226359374301012,125
CAMELS-US,04221000,matched_ar1,0,included,included,2.7810833764317904,125
CAMELS-US,04224775,matched_ar1,0,included,included,2.71319519294383,125
CAMELS-US,04233000,matched_ar1,0,included,included,2.1780034296747943,125
CAMELS-US,04256000,matched_ar1,0,included,included,3.8507738938640474,125
CAMELS-US,04296000,matched_ar1,0,included,included,6.536986756704619,125
CAMELS-US,05056000,matched_ar1,0,included,included,53.61494007045203,125
CAMELS-US,05057000,matched_ar1,0,included,included,54.68391291367373,125
CAMELS-US,05057200,matched_ar1,0,included,included,17.85547287989467,125
CAMELS-US,05062500,matched_ar1,0,included,included,11.437606505180371,125
CAMELS-US,05087500,matched_ar1,0,included,included,13.980233362832031,125
CAMELS-US,05120500,matched_ar1,0,included,included,31.30400175453028,125
CAMELS-US,05123400,matched_ar1,0,included,included,50.31967690951386,125
CAMELS-US,05129115,matched_ar1,0,included,included,104.53045207900102,125
CAMELS-US,05131500,matched_ar1,0,included,included,26.689232763588876,125
CAMELS-US,05291000,matched_ar1,0,included,included,4.964685980558704,125
CAMELS-US,05362000,matched_ar1,0,included,included,9.15589889177857,125
CAMELS-US,05393500,matched_ar1,0,included,included,5.3930513121591765,125
CAMELS-US,05399500,matched_ar1,0,included,included,2.1452802790529564,125
CAMELS-US,05408000,matched_ar1,0,included,included,2.046692490245071,125
CAMELS-US,05412500,matched_ar1,0,included,included,5.30819486069236,125
CAMELS-US,05413500,matched_ar1,0,included,included,1.9626572279726004,125
CAMELS-US,05414000,matched_ar1,0,included,included,1.743059721002299,125
CAMELS-US,05444000,matched_ar1,0,included,included,1.9884983849353841,125
CAMELS-US,05454000,matched_ar1,0,included,included,1.1838378102569445,125
CAMELS-US,05458000,matched_ar1,0,included,included,4.11621493249806,125
CAMELS-US,05466500,matched_ar1,0,included,included,6.621087811328045,125
CAMELS-US,05487980,matched_ar1,0,included,included,2.372454599708468,125
CAMELS-US,05488200,matched_ar1,0,included,included,1.7927868052843274,125
CAMELS-US,05489000,matched_ar1,0,included,included,1.7902570946147214,125
CAMELS-US,05495000,matched_ar1,0,included,included,3.613256361248796,125
CAMELS-US,05495500,matched_ar1,0,included,included,1.925243110059698,125
CAMELS-US,05501000,matched_ar1,0,included,included,1.7062460173643175,125
CAMELS-US,05503800,matched_ar1,0,included,included,1.7171413736551862,125
CAMELS-US,05507600,matched_ar1,0,included,included,1.2393645345893622,125
CAMELS-US,05508805,matched_ar1,0,included,included,1.3280594559629832,125
CAMELS-US,05514500,matched_ar1,0,included,included,1.905960904645775,125
CAMELS-US,05525500,matched_ar1,0,included,included,5.460265535819639,125
CAMELS-US,05556500,matched_ar1,0,included,included,2.0462812281241267,125
CAMELS-US,05584500,matched_ar1,0,included,included,5.692191750921456,125
CAMELS-US,05585000,matched_ar1,0,included,included,12.347369086183104,125
CAMELS-US,05591550,matched_ar1,0,included,included,2.1376512860727397,125
CAMELS-US,05592050,matched_ar1,0,included,included,1.8670240749439775,125
CAMELS-US,05592575,matched_ar1,0,included,included,1.1202962009378388,125
CAMELS-US,05593575,matched_ar1,0,included,included,1.7899108049889478,125
CAMELS-US,05593900,matched_ar1,0,included,included,1.4062466509554803,125
CAMELS-US,05595730,matched_ar1,0,included,included,1.4379429408895905,125
CAMELS-US,06037500,matched_ar1,0,included,included,27.403165721691906,125
CAMELS-US,06043500,matched_ar1,0,included,included,27.441410334656016,125
CAMELS-US,06154410,matched_ar1,0,included,included,6.7157490039697185,125
CAMELS-US,06188000,matched_ar1,0,included,included,15.937032520995452,125
CAMELS-US,06191500,matched_ar1,0,included,included,36.00755670612534,125
CAMELS-US,06221400,matched_ar1,0,included,included,13.196360201465904,125
CAMELS-US,06224000,matched_ar1,0,included,included,15.520739776594256,125
CAMELS-US,06278300,matched_ar1,0,included,included,6.938055091171019,125
CAMELS-US,06280300,matched_ar1,0,included,included,14.94891374918789,125
CAMELS-US,06289000,matched_ar1,0,included,included,34.12425828833132,125
CAMELS-US,06291500,matched_ar1,0,included,included,16.259175057718704,125
CAMELS-US,06311000,matched_ar1,0,included,included,14.91047514229589,125
CAMELS-US,06332515,matched_ar1,0,included,included,3.2588578068300627,125
CAMELS-US,06339100,matched_ar1,0,included,included,2.278345912387969,125
CAMELS-US,06339500,matched_ar1,0,included,included,6.383213943471961,125
CAMELS-US,06344600,matched_ar1,0,included,included,2.900274009273733,125
CAMELS-US,06350000,matched_ar1,0,included,included,5.039294474889238,125
CAMELS-US,06352000,matched_ar1,0,included,included,9.533980016043946,125
CAMELS-US,06353000,matched_ar1,0,included,included,15.825558398261776,125
CAMELS-US,06354000,matched_ar1,0,included,included,13.00855963682834,125
CAMELS-US,06360500,matched_ar1,0,included,included,11.703417260705628,125
CAMELS-US,06404000,matched_ar1,0,included,included,2.886990127252723,125
CAMELS-US,06406000,matched_ar1,0,included,included,4.182124017768978,125
CAMELS-US,06408700,matched_ar1,0,included,included,171.53837730053414,125
CAMELS-US,06409000,matched_ar1,0,included,included,12.232182052122019,125
CAMELS-US,06431500,matched_ar1,0,included,included,10.064405452529206,125
CAMELS-US,06440200,matched_ar1,0,included,included,2.7257656080763213,125
CAMELS-US,06441500,matched_ar1,0,included,included,5.6543297742507495,125
CAMELS-US,06447000,matched_ar1,0,included,included,3.2422360032485638,125
CAMELS-US,06447500,matched_ar1,0,included,included,7.013801652862234,125
CAMELS-US,06450500,matched_ar1,0,included,included,3.635882836946305,125
CAMELS-US,06452000,matched_ar1,0,included,included,5.7212595749800315,125
CAMELS-US,06453600,matched_ar1,0,included,included,4.744985129759316,125
CAMELS-US,06464500,matched_ar1,0,included,included,12.447369608811924,125
CAMELS-US,06468170,matched_ar1,0,included,included,31.522191634744065,125
CAMELS-US,06468250,matched_ar1,0,included,included,24.089764147285216,125
CAMELS-US,06470800,matched_ar1,0,included,included,24.373419051609062,125
CAMELS-US,06477500,matched_ar1,0,included,included,7.876599018957237,125
CAMELS-US,06479215,matched_ar1,0,included,included,4.962512984018374,125
CAMELS-US,06479438,matched_ar1,0,included,included,5.217778514068467,125
CAMELS-US,06601000,matched_ar1,0,included,included,1.3034036481828182,125
CAMELS-US,06614800,matched_ar1,0,included,included,14.957193144227926,125
CAMELS-US,06622700,matched_ar1,0,included,included,24.19694021802389,125
CAMELS-US,06623800,matched_ar1,0,included,included,29.5227673235852,125
CAMELS-US,06632400,matched_ar1,0,included,included,24.528555569558456,125
CAMELS-US,06746095,matched_ar1,0,included,included,26.5953367888057,125
CAMELS-US,06775500,matched_ar1,0,included,included,7.892029568286637,125
CAMELS-US,06784000,matched_ar1,0,included,included,4.1593829816398085,125
CAMELS-US,06803510,matched_ar1,0,included,included,1.1965265085686083,125
CAMELS-US,06803530,matched_ar1,0,included,included,0.9181596731216417,125
CAMELS-US,06814000,matched_ar1,0,included,included,1.3624053160894807,125
CAMELS-US,06846500,matched_ar1,0,included,included,2.347336439089779,125
CAMELS-US,06847900,matched_ar1,0,included,included,1.7288937987774076,125
CAMELS-US,06853800,matched_ar1,0,included,included,1.6911203122582035,125
CAMELS-US,06876700,matched_ar1,0,included,included,7.590199227978219,125
CAMELS-US,06878000,matched_ar1,0,included,included,2.1182942415884227,125
CAMELS-US,06879650,matched_ar1,0,included,included,1.302510860364825,125
CAMELS-US,06885500,matched_ar1,0,included,included,1.8770756177734522,125
CAMELS-US,06888500,matched_ar1,0,included,included,1.139961286362715,125
CAMELS-US,06889200,matched_ar1,0,included,included,0.9400512298366822,125
CAMELS-US,06889500,matched_ar1,0,included,included,1.2884792168509516,125
CAMELS-US,06892000,matched_ar1,0,included,included,4.229598337999718,125
CAMELS-US,06903400,matched_ar1,0,included,included,2.7767246253483067,125
CAMELS-US,06906800,matched_ar1,0,included,included,1.8379443988147863,125
